,id,text,created_at,retweet_count,favorite_count,coordinates,place,source,rumour,user_id,user_verified,user_followers_count,user_friends_count,user_listed_count,user_favourites_count,user_statuses_count,text_orig,text_lemma
27,544285712653500419,major landmarks sydney evacuated police respond hostage situation cafe city martin place,Mon Dec 15 00:20:00 +0000 2014,479,79,,,"<a href=""http://www.breakingnews.com"" rel=""nofollow"">Breaking News +</a>",yes,6017542,True,7124913,505,89385,19,88637,Major landmarks in Sydney evacuated as police respond to hostage situation at café in city's Martin Place - @BBCNews http://t.co/iOwVqexN9m,major landmarks sydney evacuate police respond hostage situation cafe city martin place 
28,544287083343671296,report text flag translated god alla muhammad messenger god,Mon Dec 15 00:25:27 +0000 2014,138,18,,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",yes,469194846,True,174497,3951,3399,88,31174,Report #SydneySiege: Text of flag translated as 'There is no God but Allah and Muhammad is the messenger of God.' http://t.co/0NSJuN7ran,report text flag translate god alla muhammad messenger god 
29,544287203728556032,flag held cafe window shahadah flag left isis flag right,Mon Dec 15 00:25:56 +0000 2014,328,64,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",yes,115393565,False,4489,2167,154,1352,1903,The flag held in #Sydney cafe window is a Shahadah flag (left) not an ISIS flag (right) #MartinPlace #sydneysiege http://t.co/lwbbGBRUW1,flag hold cafe window shahadah flag leave isis flag right 
30,544287922166726657,islamic flag flown hostages sydney cbd forced windows,Mon Dec 15 00:28:47 +0000 2014,337,69,,,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",yes,972651,True,4814659,2778,120330,417,124243,Islamic flag flown as 13 hostages in Sydney's CBD forced against windows http://t.co/qrADRShZqY http://t.co/EaR2kpGSqd,islamic flag flown hostage sydney cbd force window 
31,544288681021145090,held hostage sydney lint cafe siege,Mon Dec 15 00:31:48 +0000 2014,168,24,,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",yes,16973333,True,937955,1766,11440,39,115376,Up to 20 held hostage in Sydney Lindt Cafe siege http://t.co/4KisV2PKI5 http://t.co/qIaa63SCQk,hold hostage sydney lint cafe siege 
32,544289409294553088,full statement pm abbott,Mon Dec 15 00:34:42 +0000 2014,184,29,,,"<a href=""http://www.apple.com"" rel=""nofollow"">iOS</a>",yes,25036511,True,79481,2577,2246,220,96392,Full statement from PM Abbott on #Sydneysiege #MartinPlace #Lindt. http://t.co/7ilKZGNBDz,full statement pm abbott 
33,544290646010261504,breaking roads closed around central sydney amid possible hostage situation,Mon Dec 15 00:39:37 +0000 2014,162,38,,,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",yes,2097571,True,2927059,385,24062,208,74289,BREAKING: Roads closed around #MartinPlace in central Sydney amid possible hostage situation. http://t.co/f8e7ZH4WP3,break road close around central sydney amid possible hostage situation 
34,544291619084959744,breakingnews one perpetrators demanded speak president tony abbott threatens blow explosives every min,Mon Dec 15 00:43:29 +0000 2014,178,43,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",yes,423662810,False,101549,308,812,687,8302,BREAKINGNEWS: One of the perpetrators have demanded to speak to President Tony Abbott. Threatens to blow explosives every 30min #sydneysiege,breakingnew one perpetrator demand speak president tony abbott threaten blow explosive every min 
35,544291965513134080,according seven picture gunman,Mon Dec 15 00:44:51 +0000 2014,116,20,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",yes,52327900,True,10813,1661,166,1000,4963,"According to Seven, this is a picture of the gunman http://t.co/3Zor3gSOSO",accord seven picture gunman 
36,544292146342531072,reports gunman wants speak tony abbott,Mon Dec 15 00:45:34 +0000 2014,146,19,,,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",yes,9609632,True,230531,395,4062,28,55186,Reports the #SydneySiege gunman wants to speak to Tony Abbott. http://t.co/HNY7NGZa9F http://t.co/wvVGxDFIYh,report gunman want speak tony abbott 
37,544293753130082305,details hostage site lint chocolate cafe near harbor,Mon Dec 15 00:51:57 +0000 2014,109,27,,,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",yes,64643056,True,824505,460,13365,23,102590,DETAILS: The hostage site is Lindt Chocolat Cafe near #Sydney Harbor http://t.co/1ZlzKDjvSf http://t.co/7u8EFUwCey,detail hostage site lint chocolate cafe near harbor 
38,544294402366394369,ceo lint cafe says hostages held gunmen significantly higher number initially thought,Mon Dec 15 00:54:32 +0000 2014,289,35,"{'type': 'Point', 'coordinates': [-0.15795035, 51.54382882]}","{'full_name': 'Camden Town, London', 'url': 'https://api.twitter.com/1.1/geo/id/5de8cffc145c486b.json', 'country': 'United Kingdom', 'place_type': 'city', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-0.213503, 51.512805], [-0.105303, 51.512805], [-0.105303, 51.572068], [-0.213503, 51.572068]]]}, 'contained_within': [], 'country_code': 'GB', 'attributes': {}, 'id': '5de8cffc145c486b', 'name': 'Camden Town'}","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",yes,27831488,True,14874,663,289,974,3307,CEO of Lindt cafe says 40-50 hostages held by 2 gunmen. Significantly higher number than initially thought #MartinPlace #sydneysiege,ceo lint cafe say hostage hold gunman significantly high number initially think 
39,544296096244441089,update reports gunman requesting speak australian leaders live radio specialist officers work make contact,Mon Dec 15 01:01:16 +0000 2014,146,38,,,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>",yes,171802941,True,26414,1644,358,337,64146,"UPDATE: Reports a gunman is requesting to speak to Australian leaders on live radio, as specialist officers work to make contact. #9News",update report gunman request speak australian leader live radio specialist officer work make contact 
40,544296158206894081,breaking sydney lockdown dramatic siege unfolds,Mon Dec 15 01:01:31 +0000 2014,216,57,,,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",yes,18510860,True,464011,977,16451,727,107305,Breaking: Sydney On Lockdown as Dramatic Siege Unfolds http://t.co/Xpjpgbf2Pb #sydneysiege http://t.co/31KmD0zuIx,break sydney lockdown dramatic siege unfold 
41,544296671950020609,ray harley speculative reports,Mon Dec 15 01:03:33 +0000 2014,124,37,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",yes,240028072,False,3454,986,94,4328,18117,From @guardian on Ray Hadley's speculative reports: #sydneysiege http://t.co/qRXKjmJZyq,ray harley speculative report 
42,544296672608534528,update parts locked amid cafe hostage crisis sydney opera house evacuated,Mon Dec 15 01:03:33 +0000 2014,127,16,,,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",yes,37874853,True,376004,80,4006,20,131138,UPDATE: Parts of #Sydney locked down amid cafe hostage crisis; Sydney Opera House evacuated http://t.co/UvMu4d0f9q http://t.co/wmWyzhBHnw,update part lock amid cafe hostage crisis sydney opera house evacuate 
43,544296772592336896,sites evacuated include state library sydney opera house channel building martin place,Mon Dec 15 01:03:57 +0000 2014,115,19,,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",yes,16675569,True,307094,1767,4263,487,84704,"Sites evacuated now include State Library, Sydney Opera House, Channel 7 building in Martin Place. http://t.co/XrIutxD6Op #SydneySiege",site evacuate include state library sydney opera house channel building martin place 
44,544298376851111936,want follow hostage situation sydney,Mon Dec 15 01:10:20 +0000 2014,103,32,,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",yes,15220768,True,173986,944,5804,59,34765,If you want to follow the hostage situation in Sydney: http://t.co/wPRiPQpSBX,want follow hostage situation sydney 
45,544299439087550464,people held hostage cafe sydney worrying,Mon Dec 15 01:14:33 +0000 2014,204,699,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",yes,488176442,False,80177,73395,164,31426,2383,People are being held hostage in a cafe in Sydney. Very worrying!,people hold hostage cafe sydney worrying 
46,544300674448887809,lint store refuses halal certified perhaps that is targeted,Mon Dec 15 01:19:28 +0000 2014,217,98,,,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",yes,15669672,False,52769,218,1889,29,28765,"The Lindt store refuses to be halal certified perhaps thats why they were targeted. #jihad #Sydney #hostagecrisis
http://t.co/gAEf9aHB8v",lint store refuse halal certify perhaps that be target 
47,544301453717041152,breaking update gunman says four devices located around sydney security response underway police calling calm news,Mon Dec 15 01:22:33 +0000 2014,338,66,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",yes,292777349,False,202003,3540,2226,299,21791,BREAKING UPDATE: Gunman says four devices are located around Sydney. Security response underway. Police calling for calm. 9News,break update gunman say four device locate around sydney security response underway police call calm news 
48,544302448522035202,one man arrested people evacuated building,Mon Dec 15 01:26:31 +0000 2014,264,56,,,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>",yes,129673790,True,169840,1421,1933,23,43036,#BREAKING One man has been arrested and people are being evacuated from the building #sydneysiege #martinplace,one man arrest people evacuate building 
49,544302851158470657,live coverage ongoing hostage situation sydney business district,Mon Dec 15 01:28:07 +0000 2014,185,48,,,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",yes,384438102,True,28344,180,1158,4,7401,LIVE: @9NewsAUS coverage of ongoing hostage situation in Sydney's business district: http://t.co/ntlKVOgGWE http://t.co/leHfgNvMgQ,live coverage ongoing hostage situation sydney business district 
50,544302938374426624,lint ceo says could many hostages inside cafe,Mon Dec 15 01:28:27 +0000 2014,152,23,,,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",yes,37874853,True,377091,80,4013,20,131381,"JUST IN: Lindt's CEO says there could be as many as 50 hostages inside the cafe in #Sydney 
http://t.co/FlxRZYOxWA http://t.co/eKFi9smVGh",lint ceo say could many hostage inside cafe 
51,544307776135364608,sydney attack entering rd hour at sydney cafe hostages gunmen hostages seen holding arabic flag stay latest,Mon Dec 15 01:47:41 +0000 2014,595,143,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",yes,292777349,False,201968,3540,2228,299,21789,"SYDNEY ATTACK
-Entering 3rd hour
-At Sydney cafe
-50 hostages
-2 gunmen
-Hostages seen holding Arabic flag

Stay with @PzFeed for the latest",sydney attack enter rd hour at sydney cafe hostage gunman hostage see hold arabic flag stay late 
52,544308531684335617,reports afp conducting search warrants sydney suburb lakemba incorrect,Mon Dec 15 01:50:41 +0000 2014,495,126,,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",yes,1532402708,True,3490,106,94,1,202,Reports that the AFP is conducting search warrants in the Sydney suburb of Lakemba are incorrect.,report afp conduct search warrant sydney suburb lakemba incorrect 
53,544315187608973312,sydney hostage situation live video updates,Mon Dec 15 02:17:08 +0000 2014,225,68,,,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",yes,28785486,True,3776053,860,36873,560,99528,"Sydney hostage situation.

LIVE VIDEO: http://t.co/j1ljDbazOw
UPDATES: http://t.co/PD7pVfU9pQ http://t.co/wLddAhd47T",sydney hostage situation live video update 
54,544316576645017600,consulate reportedly evacuated amid hostage situation,Mon Dec 15 02:22:39 +0000 2014,106,35,,,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",yes,64643056,True,824755,460,13366,23,102611,#US consulate reportedly evacuated amid #Sydneysiege hostage situation http://t.co/1ZlzKDjvSf #martinplace http://t.co/usVgXibdKO,consulate reportedly evacuate amid hostage situation 
55,544316814856306688,construction workers gather front opera house evacuation,Mon Dec 15 02:23:36 +0000 2014,580,197,,,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",yes,5402612,True,12525390,3,101794,0,22389,Construction workers gather in front of #Sydney Opera House after evacuation: http://t.co/z9JrtJ2IN3 #sydneysiege http://t.co/9FphFGenb6,construction worker gather front opera house evacuation 
56,544317165965303808,gh uber introduces minimum surge pricing via,Mon Dec 15 02:24:59 +0000 2014,181,22,,,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",yes,4033561,True,5146,775,220,821,10711,Ugh: Uber introduces $100 minimum surge pricing during #SydneySiege http://t.co/9YZ9WKo7D2 via @jennijenni http://t.co/9Xk76P4S3V,gh uber introduce minimum surge pricing via 
57,544317609718865920,central sydney shut amid ongoing hostage situation,Mon Dec 15 02:26:45 +0000 2014,480,116,,,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",yes,3108351,True,5446595,968,83586,999,102071,Central Sydney shut down amid ongoing hostage situation: http://t.co/rKdwIgOPqT #SydneySiege http://t.co/tzgAtCdsic,central sydney shut amid ongoing hostage situation 
58,544318036715782144,live coverage ongoing hostage situation sydney business district,Mon Dec 15 02:28:27 +0000 2014,148,43,,,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",yes,384438102,True,28341,180,1158,4,7401,LIVE: @9NewsAUS coverage of ongoing hostage situation in Sydney's business district. http://t.co/ntlKVOgGWE http://t.co/leHfgNvMgQ,live coverage ongoing hostage situation sydney business district 
59,544318880001560576,breaking news armed gunman holding people hostage inside cafe one sydney main business areas sky news australia,Mon Dec 15 02:31:48 +0000 2014,100,46,,,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",yes,16031927,True,500440,1533,7588,50,65230,BREAKING NEWS: An armed gunman is holding up to 13 people hostage inside a cafe in one of Sydney's main business areas [Sky News Australia],break news arm gunman hold people hostage inside cafe one sydney main business area sky news australia 
60,544323933634564098,flag held sydney hostage often used sabha alnusra amp armed islamic groups isis expert says,Mon Dec 15 02:51:53 +0000 2014,148,26,,,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>",yes,14173315,True,1955622,2894,24650,406,44358,"Flag held by Sydney hostage often used by Jabhat Al-Nusra &amp; other armed Islamist groups, but not ISIS, expert says http://t.co/ZtjDvjTt9c",flag hold sydney hostage often use sabha alnusra amp armed islamic group isis expert say 
61,544324444773433348,uber says hired prices sydney encourage drivers come online amp pick passengers,Mon Dec 15 02:53:55 +0000 2014,154,33,,,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",yes,972651,True,4814829,2778,120327,417,124250,"Uber says it has hiked prices in Sydney to ""encourage more drivers to come online &amp; pick up passengers."" http://t.co/MCJ0rMSXPc #SydneySiege",uber say hire price sydney encourage driver come online amp pick passenger 
62,544332510440595456,police confirm one armed suspect holding undisclosed number hostages cafe,Mon Dec 15 03:25:58 +0000 2014,101,32,,,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",yes,55186601,False,193653,304,1128,32,81827,#sydneysiege: Police confirm only one armed suspect is holding undisclosed number of hostages at a cafe http://t.co/wcxgqM4DrH,police confirm one armed suspect hold undisclosed number hostage cafe 
63,544333172180537344,sydney opera house among buildings evacuated due,Mon Dec 15 03:28:36 +0000 2014,307,86,,,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",yes,3108351,True,5445883,968,83584,999,102168,Sydney Opera House among buildings evacuated due to #SydneySiege: http://t.co/xQtgKojdnC http://t.co/LPOz3sxOI7,sydney opera house among building evacuate due 
